name,title,male,culture,date_of_birth,mother,father,heir,house,spouse,book1,book2,book3,book4,book5,mother_is_alive,father_is_alive,heir_is_alive,spouse_is_alive,married,nobility,age,number_of_dead_relations,child_of
Raymun Darry,Darry,1,,,,,,House Darry,,1,0,1,1,0,,,,,0,1,,0,
Ravella Swann,Acorn Hall,0,,,,,,House Swann,Theomar Smallwood,0,0,1,1,0,,,,1.0,1,1,,0,
Small Paul,,1,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,
Tristifer Botley,Lordsport,1,Ironborn,,,,,House Botley,,0,0,0,1,1,,,,,0,1,,0,
Styr,Magnar of Thenn,1,Free Folk,,,,,Thenn,,0,0,1,1,1,,,,,0,1,,0,
Rat Cook,,1,,,,,,Night's Watch,,0,0,1,0,1,,,,,0,0,,0,
Prendahl na Ghezn,,1,Ghiscari,,,,,Stormcrows,,0,0,1,0,0,,,,,0,0,,0,
Ulmer,,1,,,,,,Kingswood Brotherhood,,0,0,1,1,1,,,,,0,0,,0,
Oznak zo Pahl,,1,Meereen,,,,,House of Pahl,,0,0,1,0,1,,,,,0,0,,0,
Aegon Blackfyre,,1,Valyrian,184.0,,,,House Blackfyre,,0,0,1,0,0,,,,,0,0,12.0,2,
Addam Velaryon,Ser,1,Valyrian,114.0,,,,House Velaryon,,0,0,0,0,0,,,,,0,1,16.0,0,
Aegon V Targaryen,,1,,,Dyanna Dayne,Maekar I Targaryen,Duncan Targaryen,,,0,0,0,0,0,1.0,0.0,0.0,,0,0,,7,
Aemon Blackfyre,,1,Valyrian,184.0,,,,House Blackfyre,,0,0,1,0,0,,,,,0,0,12.0,2,
Aeron Greyjoy,Golden Storm,1,Ironmen,269.0,Lady of House Sunderly,Quellon Greyjoy,,House Greyjoy,,1,1,1,1,1,,,,,0,1,36.0,4,
Alfyn,,1,Free Folk,,,,,,,0,0,0,0,0,,,,,0,0,,0,
Alannys Harlaw,Iron Islands,0,Ironborn,,,,,House Greyjoy,Balon Greyjoy,1,1,0,1,1,,,,0.0,1,1,,0,
Alayaya,,0,,282.0,,,,Chataya's brothel,,0,1,1,1,1,,,,,0,0,23.0,0,
Alyn,,1,,,,,,House Stark,,1,1,1,0,1,,,,,0,0,,0,
Alliser Thorne,Ser,1,,,,,,House Thorne,,1,1,1,1,1,,,,,0,1,,0,
Alester Florent,Brightwater,1,,,,,,House Florent,Melara Crane,0,1,1,0,1,,,,1.0,1,1,,0,
Alysane Mormont,,0,Northmen,273.0,,,,House Mormont,,0,0,0,1,1,,,,,0,0,32.0,0,
Alerie Hightower,Highgarden,0,,257.0,,,,House Hightower,Mace Tyrell,1,1,1,1,1,,,,1.0,1,1,48.0,0,
Anguy,,1,,,,,,Brotherhood without banners,,1,0,1,1,0,,,,,0,0,,0,
Andrik,Lord of Southshield,1,Ironborn,,,,,House Drumm,,0,1,1,1,1,,,,,0,1,,0,
Amory Lorch,Ser,1,,,,,,House Lorch,,1,1,1,1,1,,,,,0,1,,0,
Archibald Yronwood,Ser,1,,,,,,House Yronwood,,0,0,0,0,1,,,,,0,1,,0,
Arlan of Pennytree,Ser,1,,149.0,,,,,,0,0,0,0,0,,,,,0,1,60.0,0,
Areo Hotah,Sunspear,1,Norvos,257.0,,,,House Martell,,1,1,1,1,1,,,,,0,1,48.0,0,
Arwyn Oakheart,Old Oak,1,,,,,,House Oakheart,,1,1,1,1,1,,,,,0,1,,0,
Arthur Dayne,Ser,1,Dornishmen,,,,,House Dayne,,1,1,1,1,1,,,,,0,1,,0,
Arys Oakheart,Ser,1,Reach,,,,,House Oakheart,,1,1,1,1,1,,,,,0,1,,0,
Ashara Dayne,,0,,,,,,House Dayne,,1,1,1,0,1,,,,,0,0,,0,
Aron Santagar,Ser,1,Dornish,,,,,House Santagar,,1,1,0,1,0,,,,,0,1,,0,
Asha Greyjoy,Black Wind,0,Ironborn,275.0,Alannys Harlaw,Balon Greyjoy,,House Greyjoy,Erik Ironmaker,1,1,0,1,1,,,,1.0,1,1,30.0,0,
Azor Ahai,,0,Asshai,,,,,,Nissa Nissa,0,1,1,1,1,,,,1.0,1,0,,0,
Bael the Bard,King-Beyond-the-Wall,1,Free folk,,,,,,,0,0,0,0,0,,,,,0,1,,0,
Baelor Blacktyde,Blacktyde,1,Ironborn,,,,,House Blacktyde,,0,1,1,1,0,,,,,0,1,,0,
Balon Greyjoy,,1,,,Lady of House Sunderly,Quellon Greyjoy,Theon Greyjoy,House Greyjoy,,0,0,0,0,0,,0.0,1.0,,0,0,,4,
Ballabar,Maester,1,,,,,,House Redwyne,,0,1,1,1,1,,,,,0,1,,0,
Baelor I Targaryen,,1,,,Daenaera Velaryon,Aegon III Targaryen,,,,0,0,0,0,0,1.0,0.0,,,0,0,,9,
Balon Swann,Ser,1,Stormlander,,,,,House Swann,,1,1,1,1,1,,,,,0,1,,0,
Barba Bracken,,0,,155.0,,,,House Bracken,,0,0,0,0,1,,,,,0,0,100.0,0,
Barristan Selmy,Ser,1,Westeros,236.0,,,,House Selmy,,1,1,1,1,1,,,,,0,1,69.0,0,
Barbrey Dustin,Barrowton,0,Northmen,,,,,House Ryswell,Willam Dustin,0,0,0,1,1,,,,0.0,1,1,,0,
Bellegere Otherys,,0,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,
Beardless Dick,,0,,,,,,Brotherhood Without Banners,,0,0,1,1,0,,,,,0,0,,0,
Belwas,,1,Meereenese,,,,,House Targaryen,,0,1,1,1,1,,,,,0,0,,0,
Benjen Stark,First Ranger,1,Northmen,267.0,Lyarra Stark,Rickard Stark,,House Stark,,1,1,1,1,1,,,,,0,1,38.0,5,
Bethany Bracken,,0,,156.0,,,,House Bracken,,0,0,0,0,0,,,,,0,0,22.0,0,
Beric Dondarrion,Lord of Blackhaven,1,,276.0,,,,,,1,1,1,1,1,,,,,0,1,23.0,0,
Biter,,1,,,,,,Brave Companions,,0,1,1,1,0,,,,,0,0,,0,
Bluetooth,,1,Ironborn,,,,,House Greyjoy,,0,1,1,1,0,,,,,0,0,,0,
Brandon Norrey,The NorreyLord Norrey,1,Northern mountain clans,,,,,House Norrey,,0,0,0,1,1,,,,,0,1,,0,
Bowen Marsh,Lord Steward,1,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,1,,0,
Bonifer Hasty,Ser,1,,,,,,House Hasty,,0,1,1,1,1,,,,,0,1,,0,
Bran the Builder,King of Winter,0,First Men,,,,,House Stark,,1,1,1,1,1,,,,,0,1,,0,
Brynden Rivers,Ser,1,Valyrian,175.0,,,,House Targaryen,,0,0,0,1,1,,,,,0,1,77.0,4,
Brynden Tully,Ser,1,Rivermen,242.0,,,,House Tully,,1,1,1,1,1,,,,,0,1,63.0,5,
Caleotte,Maester,1,,,,,,House Martell,,1,1,1,1,1,,,,,0,1,,0,
Cassella Vaith,Vaith,0,Dornishmen,,,,,House Vaith,,0,0,0,0,0,,,,,0,1,,0,
Cellador,Septon,1,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,,0,
Chella,,0,Vale mountain clans,,,,,Black Ears,,1,1,1,0,0,,,,,0,0,,0,
Cletus Yronwood,Ser,1,,,,,,House Yronwood,,0,0,0,1,1,,,,,0,1,,0,
Colemon,Maester,1,,,,,,House Arryn,,1,1,1,1,1,,,,,0,1,,0,
Corlys Velaryon,Lord of the Tides,1,Valyrian,53.0,,,,House Velaryon,Rhaenys Targaryen,0,0,0,0,0,,,,0.0,1,1,79.0,0,
Criston Cole,Ser,1,Stormlands,82.0,,,,House Cole,,0,0,0,1,0,,,,,0,1,48.0,0,
Daemon I Blackfyre,Ser,1,Valyrian,170.0,,,,House Blackfyre,Rohanne of Tyrosh,0,0,0,0,0,,,,1.0,1,1,26.0,0,
Daemon Targaryen,Commander of the City Watch,1,Valyrian,81.0,,,,House Targaryen,Rhea Royce,0,0,0,0,0,,,,0.0,1,1,49.0,5,
Daenerys Targaryen,Andals,0,Valyrian,284.0,Rhaella Targaryen,Aerys II Targaryen,,House Targaryen,Hizdahr zo Loraq,1,1,1,1,1,,,,0.0,1,1,21.0,15,
Danny Flint,,0,Northmen,,,,,House Flint,,0,0,1,0,1,,,,,0,0,,0,
Daven Lannister,Ser,1,Westerman,273.0,Myranda Lefford,Stafford Lannister,,House Lannister,,1,1,1,1,1,,,,,0,1,32.0,0,
Dick Crabb,,1,,,,,,House Crabb,,0,0,0,1,0,,,,,0,0,,0,
Donal Noye,,1,,244.0,,,,House Baratheon,,1,1,1,1,1,,,,,0,0,56.0,0,
Domeric Bolton,,1,Northmen,279.0,,,,House Bolton,,0,1,0,1,1,,,,,0,0,18.0,0,
Davos Seaworth,Ser,1,Westeros,260.0,,,,House Seaworth,Marya Seaworth,0,1,1,1,1,,,,1.0,1,1,45.0,1,
Doreah,,0,Lysene,278279.0,,,,House Targaryen,,1,1,0,0,1,,,,,0,0,-277980.0,0,
Dorea Sand,,0,Dornishmen,291.0,,Oberyn Martell,,House Martell,,0,0,0,1,1,,,,,0,0,14.0,1,
Dywen,,1,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,,0,
Eddard Karstark,,1,Northmen,,,,,House Karstark,,1,1,1,1,1,,,,,0,0,,0,
Eddard Stark,Winterfell,1,Northmen,263.0,Lyarra Stark,Rickard Stark,,House Stark,Catelyn Tully,1,1,1,1,1,,,,1.0,1,1,36.0,6,
Elia Sand,,0,Dornishmen,285.0,Ellaria Sand,Oberyn Martell,,House Martell,,0,0,1,1,1,,,,,0,0,20.0,1,
Edmure Tully,Ser,1,Rivermen,267.0,Minisa Whent,Hoster Tully,,House Tully,Roslin Frey,1,1,1,1,1,,,,1.0,1,1,38.0,8,
Elia Martell,Princess,0,,256.0,Princess of Dorne,,,,Rhaegar Targaryen,1,1,1,1,1,,,,0.0,1,1,27.0,7,
Emmon Cuy,Ser,1,,,,,,House Cuy,,0,1,0,0,0,,,,,0,1,,0,
Eleyna Westerling,,0,,287.0,,,,House Westerling,,0,0,1,1,0,,,,,0,0,18.0,0,
Falena Stokeworth,Harrenhal,1,,125.0,,,,House Stokeworth,Lucas Lothston,0,0,0,0,0,,,,1.0,1,1,100.0,0,
Falia Flowers,,0,,281.0,,,,House Hewett,,0,0,0,1,1,,,,,0,0,24.0,0,
Eustace Osgrey,Knight,1,,,,,,House Osgrey,Rohanne Webber,0,0,0,0,0,,,,0.0,1,1,,0,
Farlen,,1,,,,,,House Stark,,1,1,1,0,1,,,,,0,0,,0,
Falyse Stokeworth,,0,,265.0,,,,House Stokeworth,Balman Byrch,0,1,1,1,1,,,,0.0,1,0,35.0,1,
Galazza Galare,Green Grace,0,Ghiscari,217.0,,,,Graces,,0,0,0,0,1,,,,,0,1,88.0,0,
Emmond,,1,Ironborn,,,,,Drowned men,,0,0,0,1,0,,,,,0,0,,0,
Garth Hightower,Ser,0,,,,,,House Hightower,,0,0,0,1,0,,,,,0,1,,0,
Gared,,1,,231.0,,,,Night's Watch,,1,1,0,0,0,,,,,0,0,66.0,0,
Genna Lannister,Lady,0,,245.0,Jeyne Marbrand,Tytos Lannister,,,Emmon Frey,1,1,1,1,1,,,,1.0,1,1,60.0,0,
Garlan Tyrell,Ser,1,,277.0,Alerie Hightower,Mace Tyrell,,House Tyrell of Brightwater Keep,Leonette Fossoway,1,1,1,1,1,,,,1.0,1,1,28.0,0,
Gerion Lannister,,1,,255.0,Jeyne Marbrand,Tytos Lannister,,House Lannister,,1,1,1,1,1,,,,,0,0,36.0,0,
Gevin Harlaw,,0,Ironborn,,,,,House Harlaw,,0,1,1,0,0,,,,,0,0,,0,
Gerold Dayne,Ser,1,Dorne,270.0,,,,House Dayne of High Hermitage,,0,0,0,1,1,,,,,0,1,35.0,0,
Godry Farring,Ser,1,,,,,,House Farring,,0,0,0,1,1,,,,,0,1,,0,
Gorold Goodbrother,Lord of Hammerhorn,1,Ironborn,,,,,House Goodbrother,,0,1,1,1,1,,,,,0,1,,0,
Grenn,,1,Westeros,281.0,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,24.0,0,
Grey Worm,,1,,,,,,Unsullied,,0,0,1,1,1,,,,,0,0,,0,
Greenbeard,,1,Tyroshi,,,,,Brotherhood without banners,,0,0,0,0,0,,,,,0,0,,0,
Groleo,[1],0,Pentoshi,,,,,House Targaryen,,0,0,1,1,1,,,,,0,1,,0,
Grunt,,1,Northmen,,,,,House Bolton,,0,0,0,0,1,,,,,0,0,,0,
Gregor Clegane,Ser,1,,265.0,,,,House Clegane,,1,1,1,1,1,,,,,0,1,35.0,1,
Gylbert Farwynd,Lonely Light,1,Ironborn,,,,,House Farwynd of the Lonely Light,,0,0,1,1,1,,,,,0,1,,0,
Guyard Morrigen,Ser,1,,278.0,,,,House Morrigen,,0,1,0,0,1,,,,,0,1,21.0,0,
Hallyne,LordWisdom,1,,,,,,Alchemists' Guild,,0,1,1,1,0,,,,,0,1,,0,
Haggo,Bloodrider,1,Dothraki,,,,,,,1,0,0,0,0,,,,,0,0,,0,
Hazzea,,0,Ghiscari,295.0,,,,,,0,0,0,0,1,,,,,0,0,5.0,0,
Hizdahr zo Loraq,,1,Ghiscari,,,,,,Daenerys Targaryen,0,0,0,0,0,,,,,0,0,,0,
Harma,,0,Wildlings,,,,,,,0,1,1,0,1,,,,,0,0,,0,
Harry Strickland,Captain-General,1,,,,,,House Strickland,,0,0,0,0,1,,,,,0,1,,0,
Harys Swyft,Knight,1,,,,,,House Swyft,,1,1,1,1,1,,,,,0,1,,1,
Harwin,,0,Northmen,271.0,,,,House Stark,,1,1,1,1,1,,,,,0,0,34.0,0,
Hobb,,1,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,,0,
High Sparrow,High Septon,1,,,,,,Faith of the Seven,,0,0,0,1,1,,,,,0,1,,0,
Hot Pie,,0,,,,,,,,0,1,1,1,0,,,,,0,0,,0,
Howland Reed,Greywater Watch,1,Crannogmen,260.0,,,,House Reed,Jyana,1,1,1,1,1,,,,1.0,1,1,45.0,0,
Holly,,1,Free Folk,283.0,,,,,,0,0,0,0,1,,,,,0,0,17.0,0,
Hugh,Ser,1,Valemen,,,,,House Arryn,,1,0,0,0,0,,,,,0,1,,0,
Hyle Hunt,Ser,0,,,,,,House Hunt,,0,0,0,1,0,,,,,0,1,,0,
Hoster Tully,Lord Paramount of the Trident,1,Rivermen,237.0,,,,House Tully,Minisa Whent,1,1,1,1,1,,,,1.0,1,1,62.0,6,
Humfrey Hewett,Oakenshield,1,,,,,,House Hewett,,0,0,0,1,1,,,,,0,1,,0,
Ilyn Payne,Ser,1,Westeros,,,,,House Payne,,1,1,1,1,1,,,,,0,1,,0,
Illyrio Mopatis,Magister,1,Pentoshi,,,,,House Targaryen,Cousin to the Prince of Pentos,1,1,1,1,1,,,,1.0,1,1,,0,
Irri,,0,Dothraki,283.0,,,,House Targaryen,,1,1,1,1,1,,,,,0,0,22.0,0,
Imry Florent,Ser,1,,,,,,House Florent,,0,1,1,1,0,,,,,0,1,,0,
Jack-Be-Lucky,,1,,,,,,Brotherhood without banners,,0,0,1,1,0,,,,,0,0,,0,
Jacelyn Bywater,Ser,1,,,,,,House Bywater,,0,1,1,1,0,,,,,0,1,,0,
Jaime Lannister,Ser,1,Westerlands,266.0,Joanna Lannister,Tywin Lannister,,House Lannister,,1,1,1,1,1,,,,,0,1,39.0,7,
Jason Mallister,Seagard,1,Riverlands,,,,,House Mallister,,1,1,1,1,1,,,,,0,1,,0,
Jeyne Poole,,0,Northmen,,,,,House Poole,Ramsay Bolton,1,1,1,1,1,,,,1.0,1,0,,1,
Jon Arryn,Eyrie,1,Valemen,217.0,,Jasper Arryn,,House Arryn,Rowena Arryn,1,1,1,1,1,,,,1.0,1,1,81.0,5,
Jon Fossoway,Knight,1,Reach,,,,,House Fossoway of New Barrel,Janna Tyrell,0,1,0,0,0,,,,1.0,1,1,,0,
Jonos Bracken,Stone Hedge,1,,,,,,House Bracken,,1,1,1,1,1,,,,,0,1,,0,
Justin Massey,Ser,1,,,,,,House Massey,,0,0,0,1,1,,,,,0,1,,0,
Kedry,Maester,1,,,,,,,,0,0,0,1,1,,,,,0,1,,0,
Jon Snow,Lord Commander of the Night's Watch,1,Northmen,283.0,Lyanna Stark,Eddard Stark,,House Stark,,1,1,1,1,1,,,,,0,1,22.0,5,Rhaegar Targaryen
Joss Stilwood,,1,,,,,,House Clegane,,1,1,0,1,0,,,,,0,0,,0,
Kevan Lannister,Ser,1,,244.0,Jeyne Marbrand,Tytos Lannister,,House Lannister,Dorna Swyft,1,1,1,1,1,,,,1.0,1,1,56.0,4,
Lady of the Leaves,Lady of the Leaves,0,,,,,,,,0,0,1,1,0,,,,,0,1,,0,
Lharys,,1,,,,,,House Bracken,,1,0,0,0,0,,,,,0,0,,0,
Leyton Hightower,Hightower,1,,,,,,House Hightower,Rhea Florent,1,1,1,1,1,,,,1.0,1,1,,0,
Larys Strong,Lord of Harrenhal,1,,91.0,,,,House Strong,,0,0,0,0,0,,,,,0,1,100.0,0,
Lomys,Maester,1,,,,,,,,1,1,1,1,1,,,,,0,1,,0,
Lewyn Martell,Ser,1,Dornish,,,,,House Martell,,1,0,1,1,1,,,,,0,1,,2,
Lothar Frey,Twins,1,Rivermen,264.0,,,,House Frey,Leonella Lefford,1,1,1,1,1,,,,1.0,1,1,41.0,1,
Lothor Brune,Ser,1,,,,,,House Brune of Brownhollow,,1,1,1,1,1,,,,,0,1,,0,
Lysa Arryn,Lady of the Vale,0,,266.0,Minisa Whent,Hoster Tully,,House Tully,Petyr Baelish,0,0,0,0,0,,,,0.0,1,1,34.0,5,
Maege Mormont,Lady of Bear Island,0,Northmen,239.0,,,,House Mormont,,1,1,1,1,1,,,,,0,1,66.0,1,
Mad Huntsman,,1,,,,,,Brotherhood without banners,,0,0,1,1,0,,,,,0,0,,0,
Mance Rayder,,1,Free folk,,,,,,,0,0,0,0,0,,,,,0,0,,0,
Mark Mullendore,Ser,1,,,,,,House Mullendore,,0,1,1,1,1,,,,,0,1,,0,
Mark Ryswell,Ser,0,Northmen,,,,,House Ryswell,,1,0,0,0,0,,,,,0,1,,0,
Marlon Manderly,Ser,1,,,,,,House Manderly,,0,0,0,1,1,,,,,0,1,,0,
Maron Greyjoy,,1,Ironborn,275.0,Alannys Harlaw,Balon Greyjoy,,House Greyjoy,,1,1,1,1,1,,,,,0,0,14.0,4,
Martyn Cassel,,0,Northmen,,,,,House Cassel,,1,1,0,0,0,,,,,0,0,,0,
Marq Piper,Ser,1,Rivermen,,,,,House Piper,,1,1,1,1,1,,,,,0,1,,0,
Mathis Rowan,Goldengrove,1,Reach,,,,,House Rowan,Bethany Redwyne,1,1,1,1,1,,,,1.0,1,1,,0,
Meribald,Septon,1,,247.0,,,,Faith of the Seven,,0,0,0,1,0,,,,,0,0,58.0,0,
Mirri Maz Duur,Godswife,0,Lhazareen,257.0,,,,,,1,1,1,1,1,,,,,0,1,42.0,0,
Mikken,,1,Northmen,,,,,House Stark,,1,1,1,1,1,,,,,0,0,,0,
Morros Slynt,Lord,1,,,,,,House Slynt,,0,1,1,0,0,,,,,0,1,,0,
Myranda Royce,,0,,279.0,,,,House Royce of the Gates of the Moon,,0,1,1,1,1,,,,,0,0,26.0,0,
Nettles,,0,,113.0,,,,Blacks,,0,0,0,0,0,,,,,0,0,100.0,0,
Notch,,0,,,,,,Brotherhood without Banners,,0,0,1,1,0,,,,,0,0,,0,
Obara Sand,,0,Dornish,271.0,,Oberyn Martell,,House Martell,,0,0,1,1,1,,,,,0,0,34.0,1,
Ulf the White,Ser,1,,,,,,Blacks,,0,0,0,0,0,,,,,0,1,,0,
Pypar,,1,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,,0,
Roose Bolton,Dreadfort,1,Northmen,260.0,,,,House Bolton,Bethany Ryswell,1,1,1,1,1,,,,1.0,1,1,45.0,1,
Shireen Baratheon,Princess,0,,289.0,Selyse Florent,Stannis Baratheon,,House Baratheon of Dragonstone,,1,1,1,1,1,,,,,0,1,16.0,4,
Smiling Knight,,1,,,,,,Kingswood Brotherhood,,0,0,1,1,0,,,,,0,0,,0,
Renly Baratheon,Lord Paramount of the Stormlands,1,Stormlands,277.0,Cassana Baratheon,Steffon Baratheon,,House Baratheon,Margaery Tyrell,1,1,1,1,1,,,,1.0,1,1,22.0,2,
Theon Greyjoy,green lands,1,Ironmen,278.0,Alannys Harlaw,Balon Greyjoy,,House Greyjoy,,1,1,1,1,1,,,,,0,1,27.0,4,
Robyn Rhysling,Ser,1,,,,,,House Rhysling,,0,0,0,0,0,,,,,0,1,,0,
Rodrik Harlaw,Harlaw,1,Ironborn,,,,,House Harlaw,,0,1,1,1,1,,,,,0,1,,0,
Wendamyr,Maester,1,,,,,,House Greyjoy,,0,1,1,1,0,,,,,0,1,,0,
Varamyr,,1,Free Folk,,,,,,,0,0,1,0,1,,,,,0,0,,0,
Robin Potter,Ser,1,,,,,,House Potter,,0,0,0,1,0,,,,,0,1,,0,
Richard Horpe,Ser,1,,,,,,House Horpe,,0,0,0,1,1,,,,,0,1,,0,
Sansa Stark,Princess,0,Northmen,286.0,Catelyn Stark,Eddard Stark,,House Stark,Ramsay Snow,1,1,1,1,1,,,,1.0,1,1,19.0,10,
Vargo Hoat,Lord of Harrenhal,1,Qohor,,,,,Brave Companions,,1,1,1,1,0,,,,,0,1,,0,
Jaqen H'ghar,,1,,,,,,Faceless Men,,0,0,0,0,0,,,,,0,0,,0,
Robert Arryn,Eyrie,1,Valemen,292.0,Lysa Arryn,Jon Arryn,,House Arryn,,1,1,1,1,1,,,,,0,1,13.0,0,
Rakharo,Bloodrider,1,Dothraki,,,,,House Targaryen,,1,1,1,1,1,,,,,0,0,,0,
Rhaella Targaryen,PrincessQueenDowager Queen,1,Valyrian,245.0,Shaera Targaryen,Jaehaerys II Targaryen,,House Targaryen,Aerys II Targaryen,1,0,1,1,1,,,,0.0,1,1,39.0,8,
Tywin Lannister,Casterly Rock,1,,242.0,Jeyne Marbrand,Tytos Lannister,,House Lannister,Joanna Lannister,1,1,1,1,1,,,,0.0,1,1,58.0,5,
Shagga,,1,Vale mountain clans,,,,,Stone Crows,,1,1,1,1,1,,,,,0,0,,0,
Wyman Manderly,Lord of White Harbor,1,,239.0,,,,House Manderly,,1,1,1,1,1,,,,,0,1,66.0,0,
Yellow Dick,,1,Westeros,,,,,House Bolton,,0,0,0,0,1,,,,,0,0,,0,
Yoren,,0,Westeros,,,,,Night's Watch,,1,1,1,1,0,,,,,0,0,,0,
Watty,,0,,,,,,Brotherhood without banners,,0,0,1,1,0,,,,,0,0,,0,
Skahaz mo Kandaq,,0,Ghiscari,,,,,House of Kandaq,,0,0,0,0,1,,,,,0,0,,0,
Wylis Manderly,Ser,1,,252.0,,,,House Manderly,,1,1,1,1,1,,,,,0,1,53.0,0,
Theo Wull,,1,Northern mountain clans,,,,,House Wull,,1,0,1,0,0,,,,,0,0,,0,
Wylla Manderly,,0,,284.0,,,,House Manderly,,0,0,0,1,1,,,,,0,0,21.0,0,
Willas Tyrell,,1,,270.0,Alerie Hightower,Mace Tyrell,,House Tyrell,,1,1,1,1,1,,,,,0,0,35.0,0,
Wendel Manderly,Ser,1,,254.0,,,,House Manderly,,1,1,1,1,1,,,,,0,1,45.0,0,
Simon Toyne,,0,,,,,,House Toyne,,1,1,1,1,0,,,,,0,0,,0,
Steffon Baratheon,Storm's End,1,,246.0,Rhaelle Targaryen,Ormund Baratheon,,House Baratheon,Cassana Baratheon,0,1,1,0,1,,,,0.0,1,1,32.0,2,
Shagwell,,1,,,,,,Brave Companions,,0,1,1,1,0,,,,,0,0,,0,
Rickard Karstark,Karhold,1,Northmen,,,,,House Karstark,,1,1,1,1,1,,,,,0,1,,1,
Senelle,,1,,,,,,House Lannister,,0,0,0,1,0,,,,,0,0,,0,
Shiera Seastar,,0,Westeros,178.0,,,,House Targaryen,,0,0,0,0,1,,,,,0,0,100.0,4,
Reznak mo Reznak,Seneschal,1,Ghiscari,,,,,House of Reznak,,0,0,0,0,1,,,,,0,1,,0,
Ronnet Connington,Ser,1,,274.0,,,,House Connington,,0,1,1,1,1,,,,,0,1,31.0,0,
Tytos Blackwood,Raventree Hall,1,,,,,,House Blackwood,,1,1,1,1,1,,,,,0,1,,0,
Syrio Forel,,0,Braavosi,,,,,House Stark,,1,1,1,1,1,,,,,0,0,,0,
Rodrik Cassel,Ser,1,Northmen,,,,,House Cassel,,1,1,1,1,1,,,,,0,1,,1,
Stevron Frey,Ser,1,,233.0,Perra Royce,Walder Frey,,House Frey,Jeyne Lydden,1,1,1,1,1,,,,1.0,1,1,66.0,0,
Steely Pate,,1,,,,,,,,0,0,0,0,0,,,,,0,0,,0,
Victaria Tyrell,,0,,,,,,House Tyrell,Jon Bulwer,0,0,1,1,0,,,,1.0,1,0,,0,
Jon Connington,Lord of Griffin's Roost,1,Stormlands,263.0,,,,House Connington,,0,0,1,1,1,,,,,0,1,42.0,0,
Rorge,,1,,,,,,Brave Companions,,0,1,1,1,0,,,,,0,0,,0,
Rickard Stark,Winterfell,1,Northmen,230.0,Marna Locke,Edwyle Stark,,House Stark,Lyarra Stark,1,1,1,0,1,,,,1.0,1,1,52.0,5,
Visenya Targaryen,QueenDowager Queen,0,Valyrian,-28.0,,,,House Targaryen,Aegon I Targaryen,1,1,1,1,1,,,,0.0,1,1,72.0,5,
Petyr Baelish,Master of coin,1,Valemen,268.0,,,,House Baelish,Lysa Arryn,1,1,1,1,1,,,,0.0,1,1,37.0,5,
Viserys Targaryen,Lord of the Seven Kingdoms,1,Valyrian,276.0,Rhaella Targaryen,Aerys II Targaryen,,House Targaryen,,1,1,1,1,1,,,,,0,1,22.0,11,
Varys,Master of Whisperers,1,,,,,,,,1,1,1,1,1,,,,,0,1,,0,
Stygg,,0,,,,,,House Greyjoy,,0,1,1,0,0,,,,,0,0,,0,
Salladhor Saan,Prince of the Narrow Sea,1,Lysene,,,,,House Baratheon of Dragonstone,,0,1,1,1,1,,,,,0,1,,0,
Victarion Greyjoy,Lord Captain of the Iron Fleet,1,Ironborn,268.0,Lady of House Sunderly,Quellon Greyjoy,,House Greyjoy,,1,1,1,1,1,,,,,0,1,37.0,4,
Timeon,,1,Dornish,,,,,Brave Companions,,0,0,1,1,0,,,,,0,0,,0,
Tysha,,1,,271.0,,,,,Tyrion Lannister,1,1,1,0,1,,,,1.0,1,0,34.0,1,
Shae,,0,,280.0,,,,,,1,1,1,1,1,,,,,0,0,20.0,0,
Spotted Cat,,1,Ghiscari,,,,,,,0,0,0,0,1,,,,,0,0,,0,
Tormund,Ruddy Hall,1,Free Folk,,,,,,,0,0,1,1,1,,,,,0,1,,0,
Rodrik Greyjoy,,1,Ironborn,274.0,Alannys Harlaw,Balon Greyjoy,,House Greyjoy,,1,1,1,1,1,,,,,0,0,15.0,4,
Tyrion Lannister,Hand of the King,1,,273.0,Joanna Lannister,Tywin Lannister,,House Lannister,Tysha,1,1,1,1,1,,,,1.0,1,1,32.0,12,
Josmyn Peckledon,,1,,284.0,,,,House Peckledon,,0,1,1,1,1,,,,,0,0,21.0,0,
Trystane Martell,Prince,1,Dornish,287.0,,,,House Martell,,1,1,1,1,1,,,,,0,1,18.0,6,
Rolland Storm,Ser,1,,,,,,House Caron,,0,0,1,1,1,,,,,0,1,,0,
Willam Dustin,Barrowton,1,Northmen,,,,,House Dustin,Barbrey Ryswell,1,0,0,1,1,,,,1.0,1,1,,0,
Torrhen Karstark,,1,Northmen,,,,,House Karstark,,1,1,1,1,1,,,,,0,0,,1,
Three Toes,,1,,,,,,Brave Companions,,0,0,1,1,0,,,,,0,0,,0,
Ygritte,,1,Wildling,280.0,,,,Mance Rayder,,0,1,1,1,1,,,,,0,0,19.0,0,
